species,reactor,sample_time,dilution,count,comment,average,stdev,total,composition
oa,M1,115.78,-6,19|11|13,,1433333333.3333333,416333199.89322656,1433333333.3333333,1.0
oa,M1,120.9,-6,17|13|12,,1400000000.0,264575131.10645905,1400000000.0,1.0
oa,M1,139.56,-6,27|27|27,,2700000000.0,0.0,2700206666.6666665,0.999923462648538
oa,M1,146.25,-6,20|14|18,,1733333333.3333333,305505046.3303893,1733630000.0,0.9998288754424723
oa,M1,163.37,-6,14|23|23,,2000000000.0,519615242.2706632,2000323333.3333333,0.9998383594652198
oa,M1,170.08,-6,8|7|6,,700000000.0,100000000.0,705066666.6666666,0.9928139183055976
oa,M1,187.33,-6,11|20|22,,1766666666.6666667,585946527.7082314,1783333333.3333335,0.9906542056074766
oa,M1,194.14,-6,12|12|15,,1300000000.0,173205080.75688773,1321666666.6666667,0.9836065573770492
oa,M1,212.3,-6,9|12|13,,1133333333.3333333,208166599.94661328,1170000000.0,0.9686609686609686
